1685359770.061975093	 = [0 0 0 0]
1685368461.614724666	 = [0 0 0 1.18682]
1685369295.214667882	 = [0.0872665 0 0 1.18682]
1685369295.254728267	 = [0.139626 0 0 1.18682]
1685369295.294674024	 = [0.20944 0 0 1.18682]
1685369296.334696638	 = [0.994838 0.279253 -0.122173 1.18682]
1685369296.374824504	 = [0.994838 0.366519 -0.15708 1.18682]
1685369296.414728832	 = [0.994838 0.453786 -0.20944 1.18682]
1691690792.389671757	 = [0.780914 -0.183735 -0.516215 0.440016]
1691690799.469729705	 = [0.780914 -0.183735 -0.516215 0.440016]
1691691135.410046988	 = [0.270402 0 0 0]
1691691135.450137453	 = [0.270402 0 0 0]
1691691135.490153974	 = [0.270402 0 0 0]
1691691135.530117776	 = [0.270402 0 0 0]
1691691135.570135756	 = [0.270402 0 0 0]
1691691135.611073973	 = [0.270402 0 0 0]
1691691135.850312113	 = [0.270402 0 0 0]
1691691135.970074693	 = [0.270402 0 0 0]
1691691136.009999027	 = [0.270402 0 0 0]
1691691136.049998361	 = [0.270402 0 0 0]
1691691189.890143960	 = [0.296991 0.263935 -0.230943 0.70007]
1691691190.930054469	 = [0.30202 0.425691 -0.244363 0.70007]
1691691190.970131609	 = [0.299583 0.455149 -0.24438 0.70007]
1691691191.010099943	 = [0.297736 0.477465 -0.244392 0.70007]
1691691191.050163677	 = [0.296841 0.488289 -0.244399 0.70007]
1691694199.614359171	 = [0.200684 0 0 0]
1691694200.534413115	 = [0.200684 0 0 0]
1691694201.254370565	 = [0.200684 0 0 0]
1691694202.854341818	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.636851]
1691694202.894349210	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.669461]
1691694202.934394346	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.6904]
1691694202.974450968	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.699689]
1691694203.014285043	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.700009]
1691694203.054308102	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.094382991	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.134388421	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.174394288	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.214387856	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.254447986	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.294363635	 = [-3.94036e-05 -2.26946e-05 -5.10727e-05 0.70001]
1691694203.334362431	 = [-3.94036e-05 -2.26946e-05 -5.10728e-05 0.70001]
1691694203.374309243	 = [-3.74246e-05 0.00220359 -0.00577648 0.70001]
1691694203.414429738	 = [-2.99281e-05 0.0106365 -0.0274637 0.70001]
1691694204.614362695	 = [5.91535e-05 0.17843 -0.319308 0.70001]
1691694204.654383120	 = [5.11871e-05 0.223177 -0.323385 0.70001]
1691694204.694382475	 = [4.40713e-05 0.263146 -0.327026 0.70001]
1691694204.734441473	 = [3.92564e-05 0.290191 -0.32949 0.70001]
1691694204.774341599	 = [3.59321e-05 0.308864 -0.331191 0.70001]
1691694204.814391724	 = [3.49875e-05 0.314169 -0.331674 0.70001]
1691694204.854300385	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694204.894320924	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694204.934433126	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694204.974317345	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694205.014350829	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694205.054448471	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694205.095151149	 = [3.4991e-05 0.314149 -0.331673 0.70001]
1691694205.134368670	 = [3.4991e-05 0.314149 -0.331673 0.694473]
1691694205.174380178	 = [3.4991e-05 0.314149 -0.331673 0.677008]
1691694208.534424394	 = [-0.628303 0.226818 -0.872574 9.17632e-05]
1691694208.574392574	 = [-0.628303 0.226818 -0.872574 9.17632e-05]
1691694208.614393793	 = [-0.628303 0.226818 -0.872574 9.17632e-05]
1691694208.654423588	 = [-0.628303 0.226818 -0.872574 9.17632e-05]
1691694208.694410686	 = [-0.628303 0.226818 -0.872574 9.17632e-05]
1691694208.734368414	 = [-0.628303 0.226818 -0.872574 0.00581579]
1691694208.774315353	 = [-0.628303 0.226818 -0.872574 0.0222658]
1691694208.814416358	 = [-0.628303 0.226818 -0.872574 0.0512658]
1691694208.854377176	 = [-0.628303 0.226818 -0.872574 0.0908376]
1691694208.894415222	 = [-0.628303 0.226818 -0.872574 0.141815]
1691694208.935136191	 = [-0.628303 0.226818 -0.872574 0.202103]
1691694208.974359869	 = [-0.628303 0.226818 -0.872574 0.265651]
1691694209.014377187	 = [-0.628303 0.226818 -0.872574 0.344947]
1691694209.054292684	 = [-0.628303 0.226818 -0.872574 0.420386]
1691694209.094342783	 = [-0.628303 0.226818 -0.872574 0.505153]
1691694209.134385441	 = [-0.628303 0.226818 -0.872574 0.591644]
1691694209.174352370	 = [-0.628303 0.226818 -0.872574 0.678578]
1691694209.214432922	 = [-0.628303 0.226818 -0.872574 0.763598]
1691694209.254341432	 = [-0.628303 0.226818 -0.872574 0.841892]
1691694210.374399659	 = [-0.628303 0.226818 -0.872574 0.934739]
1691694210.774396551	 = [-0.628303 0.226818 -0.872574 0.700054]
1691694210.814407191	 = [-0.628303 0.226818 -0.872574 0.700054]
1691694210.854391314	 = [-0.628303 0.226818 -0.872574 0.700054]
1691694210.894339939	 = [-0.628303 0.226818 -0.872574 0.700054]
1691694210.934460199	 = [-0.628303 0.226818 -0.872574 0.700054]
1691694210.974411013	 = [-0.624237 0.225349 -0.866926 0.700054]
1691694211.014387494	 = [-0.610141 0.22026 -0.847349 0.700054]
1691694211.054409814	 = [-0.590089 0.21302 -0.819501 0.700054]
1691694211.094392663	 = [-0.55895 0.201777 -0.776255 0.700054]
1691694211.334345809	 = [-0.229547 0.0828415 -0.318781 0.700054]
1691694211.454461661	 = [-0.0902583 0.0325494 -0.125336 0.700054]
1691694211.494347981	 = [-0.059742 0.0215311 -0.0829546 0.700054]
1691694211.534396643	 = [-0.0314271 0.0113076 -0.0436309 0.700054]
1691694211.574429857	 = [-0.0142427 0.005103 -0.0197651 0.700054]
1691694211.814346404	 = [-5.69931e-05 -1.89541e-05 -6.3948e-05 0.700054]
1691694211.934443001	 = [-5.69932e-05 -1.89541e-05 -6.39481e-05 0.700054]
1691694211.974331251	 = [-0.00605725 0.00178176 -0.00546405 0.700054]
1691694212.014372154	 = [-0.0256629 0.00766554 -0.0231087 0.700054]
1691694212.054406171	 = [-0.0540629 0.0161886 -0.0486682 0.700054]
1691694212.094372001	 = [-0.0970068 0.0290763 -0.0873167 0.700054]
1691694212.134333568	 = [-0.151387 0.0453961 -0.136258 0.700054]
1691694274.967312704	 = [0 0 0 0]
1691694276.327301371	 = [0 0 0 0]
1691694278.047379778	 = [0 0 0 0]
1691694278.087261240	 = [0 0 0 0]
1691694278.127233380	 = [0 0 0 0]
1691694278.167294576	 = [0 0 0 0]
1691694278.207329130	 = [0 0 0 0]
1691694278.247299796	 = [0 0 0 0]
1691694278.288580225	 = [0 0 0 0]
1691694278.327266118	 = [0 0 0 0]
1691694278.367330663	 = [0 0 0 0]
1691694278.407327539	 = [0 0 0 0]
1691694278.447240979	 = [0 0 0 0]
1691694278.487296012	 = [0 0 0 0]
1691694278.527290946	 = [0 0 0 0]
1691694278.567256663	 = [0 0 0 0]
1691694278.607901763	 = [0 0 0 0]
1691694278.647319378	 = [0 0 0 0]
1691694278.687259151	 = [0 0 0 0]
1691694278.727269619	 = [0 0 0 0]
1691694278.767241205	 = [0 0 0 0]
1691694278.807285711	 = [0 0 0 0]
1691694278.847394564	 = [0 0 0 0]
1691694279.767311574	 = [0 0 0 0]
1691694279.807331026	 = [0 0 0 0]
1691694279.847319706	 = [0 0 0 0]
1691694279.889637799	 = [0 0 0 0]
1691694279.927290003	 = [0 0 0 0]
1691694280.207360816	 = [0 0 0 0]
1691694280.367391140	 = [0 0 0 0]
1691694280.407285163	 = [0 0 0 0]
1691694280.447346099	 = [0 0 0 0]
1691694341.503790719	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694341.543858491	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694342.463789350	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.623827103	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.663855019	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.703782696	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.743775569	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.783841614	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694346.823772487	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.303805399	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.343764586	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.383846325	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.423792149	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.463833526	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.783844426	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.823727961	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.863785271	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.903841519	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694347.943835074	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694348.183781556	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694348.223851313	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694348.263838328	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694348.303751873	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694348.343772107	 = [3.25101e-05 -4.2689e-05 -7.87363e-05 0.69999]
1691694532.112292413	 = [0.0281933 -0.0657525 -0.143595 0.700064]
1691697622.515838261	 = [-0.788735 0 0 0]
1692296263.644111809	 = [0 -0.0700225 0 -1.4822e-323]
1692296263.684147485	 = [0 -0.0700225 0 -1.4822e-323]
1692296263.724277954	 = [0 -0.0700225 0 -1.4822e-323]
1692296263.764130309	 = [0 -0.0700225 0 -1.4822e-323]
1692296263.924162591	 = [0 -0.0700225 0 -1.4822e-323]
1692296263.964107777	 = [0 -0.0700225 0 -1.4822e-323]
1692296264.004176922	 = [0 -0.0700225 0 -1.4822e-323]
1692296264.644186118	 = [0 -0.0700225 0 -1.4822e-323]
1692296264.684188523	 = [0 -0.0700225 0 -1.4822e-323]
1692296264.724172861	 = [0 -0.0700225 0 -1.4822e-323]
1692296264.764118308	 = [0 -0.0700225 0 -1.4822e-323]
1692296265.204145286	 = [0 -0.0700225 0 -1.4822e-323]
1692296265.244138970	 = [0 -0.0700225 0 -1.4822e-323]
1692296265.284127810	 = [0 -0.0700225 0 -1.4822e-323]
1692300937.898378353	 = [0 0 0 0.699905]
1692300937.938360515	 = [0 0 0 0.699905]
1692300937.978349852	 = [0 0 0 0.699905]
1692300938.018345319	 = [0 0 0 0.699905]
1692300938.058426831	 = [0 0 0 0.699905]
1692300938.098445962	 = [0 0 0 0.699905]
1692300938.138426617	 = [0 0 0 0.699905]
1692300938.178358085	 = [0 0 0 0.699905]
1692300941.698357269	 = [0 0 0 0.699937]
1692300941.978355077	 = [0 0 0 0.699937]
1692300943.778354312	 = [0 0 0 0.699937]
1692300943.818400715	 = [0 0 0 0.699937]
1692300943.858440988	 = [0 0 0 0.699937]
1692300943.898416434	 = [0 0 0 0.699937]
1692300943.938354694	 = [0 0 0 0.699937]
1692300944.058414362	 = [0 0 0 0.699937]
1692300944.098363803	 = [0 0 0 0.699937]
1692300944.138463359	 = [0 0 0 0.699937]
1692300944.178450068	 = [0 0 0 0.699937]
1692300944.938449657	 = [0 0 0 0.699937]
1692300944.978441930	 = [0 0 0 0.699937]
1692300945.018374734	 = [0 0 0 0.699937]
1692300945.058361862	 = [0 0 0 0.699935]
1692300945.098440414	 = [0 0 0 0.699935]
1692300945.218369700	 = [0 0 0 0.699935]
1692300945.258345706	 = [0 0 0 0.699935]
1692300945.298345697	 = [0 0 0 0.699935]
1692300945.338349998	 = [0 0 0 0.699935]
1692300945.378347719	 = [0 0 0 0.699935]
1692300945.418354824	 = [0 0 0 0.699935]
1692300945.458336178	 = [0 0 0 0.699935]
1692300945.498283697	 = [0 0 0 0.699935]
1692300945.538349407	 = [0 0 0 0.699935]
1692301018.058351510	 = [0 0 0 7.03384e-05]
1692301018.618287865	 = [0 0 0 7.03384e-05]
1692301019.018399700	 = [0 0 0 7.03384e-05]
1692301019.378321880	 = [0 0 0 7.03384e-05]
1692301019.818395508	 = [0 0 0 7.03384e-05]
1692301019.858459080	 = [0 0 0 7.03384e-05]
1692301019.898457407	 = [0 0 0 7.03384e-05]
1692301019.938366881	 = [0 0 0 7.03384e-05]
1692301019.978450037	 = [0 0 0 7.03384e-05]
1692301020.018436831	 = [0 0 0 7.03384e-05]
1692301020.258350303	 = [0 0 0 7.03384e-05]
1692301020.298365972	 = [0 0 0 7.03384e-05]
1692301020.338348286	 = [0 0 0 7.03384e-05]
1692301020.378450437	 = [0 0 0 7.03384e-05]
1692301020.418364264	 = [0 0 0 7.03384e-05]
1692301020.618442634	 = [0 0 0 7.03384e-05]
1692301020.658445397	 = [0 0 0 7.03384e-05]
1692301020.698415447	 = [0 0 0 7.03384e-05]
1692301020.738377622	 = [0 0 0 7.03384e-05]
1692301020.778457190	 = [0 0 0 7.03384e-05]
1692301020.818386804	 = [0 0 0 7.03384e-05]
1692301021.018416723	 = [0 0 0 7.03384e-05]
1692301021.058402036	 = [0 0 0 7.03384e-05]
1692301021.098382017	 = [0 0 0 7.03384e-05]
1692301021.138505177	 = [0 0 0 7.03384e-05]
